SampleID	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
betalactam__TEM101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
betalactam__TEM117	0	0	0	0	0.000129252	0	0	0	0.000102088	0	0.000111625	0.000109698	0	0	0.000249577	0	0	0	0.000103436	0
betalactam__TEM118	0	0	0	0	0	0	0	0	0	0	0	0.000108934	0	0	0	0	0	0	0	0
betalactam__TEM125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
betalactam__TEM147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
betalactam__TEM178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
betalactam__TEM184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
betalactam__TEM205	0	0	0.000137031	0	0	0	0	0	0.0000925	0	0	0	0	0	0	0	0	0	0	0
betalactam__TEM6	0.0000975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00009	0
betalactam__TEM63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000221653	0	0	0	0	0
betalactam__TEM75	0	0	0	0	0	0	0	0	0	0	0.000108631	0	0	0	0	0	0	0	0	0
betalactam__TEM89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
betalactam__TEM91	0	0	0	0	0	0	0	0	0	0	0	0.0000994	0	0.0000757	0	0	0	0	0	0
betalactam__THINB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
betalactam__VEB1	0.007873199	0.013372409	0.010475489	0.01307726	0.008955215	0.005117367	0.0009242	0.00632417	0.007966353	0.001564895	0.008050522	0.010212938	0.003339654	0.004017482	0.005730759	0.003533954	0.007300654	0.001284391	0.001656079	0.0029818
betalactam__VEB2	0.000828478	0.001206197	0.000791787	0.000408545	0.00183365	0.00047628	0.000284472	0.000746701	0.000520339	0.000200047	0.000861164	0.000568637	0.0000961	0.000556929	0.000216342	0	0.000199614	0.000189104	0	0.000081
betalactam__VEB3	0.001446104	0.001660651	0.002495734	0.002178906	0.002652753	0.000856147	0.000189648	0.001240874	0.000608832	0.000398053	0.001941006	0.001078319	0.000883834	0.00022413	0.000696623	0.000322196	0.000996056	0.000472761	0.000520182	0.000635054
betalactam__VEB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
betalactam__VEB5	0.000182862	0.0000928	0	0	0	0.0000945	0	0	0.0000814	0	0.0000948	0.0000951	0.000188295	0	0.000106008	0	0.00027825	0	0	0.00024476
betalactam__VEB6	0	0	0	0	0	0	0	0	0	0	0.000284474	0.0000932	0	0	0	0.000107399	0	0	0	0
betalactam__VEB7	0.000153007	0.000179888	0.00062059	0.000404418	0.000107603	0.000179328	0	0.000217697	0.000246011	0	0.000284474	0	0.00018061	0.00022413	0.000212016	0.000105251	0.000564566	0	0.000246032	0.000150494
betalactam__VEB8	0.000220181	0	0	0.000526156	0	0	0	0.0000893	0	0.0000837	0.000139334	0.0000685	0	0.000226394	0.000216342	0	0.000151223	0.00015823	0	0
betalactam__ampC	0	0	0	0	0.00020831	0	0	0	0	0.000232899	0.0000744	0.000127416	0.00015375	0	0	0	0	0	0	0
betalactam__ccrA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
betalactam__classAbetalactamase	0.001312785	0.003623144	0.002248783	0.004269073	0.005537238	0.003234841	0.000790997	0.001850164	0.001082755	0.001948954	0.001753017	0.003846134	0.005296419	0.001642142	0.001418795	0.000449571	0.000803612	0.001733462	0.001662847	0.000844672
betalactam__classBbetalactamase	0	0	0	0	0	0	0	0	0	0	0	0	0.000113089	0	0.000499155	0	0	0	0	0
betalactam__classCbetalactamase	0	0.000217873	0	0.0000668	0.000169112	0	0.000208733	0	0	0	0.0000683	0.000643066	0.000296769	0	0	0	0.000158315	0.000125008	0.000137984	0
betalactam__mecA	0	0	0	0	0	0	0	0	0.0000776	0	0	0	0	0	0	0	0	0	0	0
betalactam__mecI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
betalactam__mecR1	0	0	0	0	0	0	0	0	0.000525389	0	0	0	0	0	0	0	0	0	0	0
betalactam__metallobetalactamase	0.000253287	0.000316085	0.000105497	0.000624514	0.000290892	0.000360786	0	0.000337327	0.000167198	0.000329513	0.000862613	0.000467469	0.001070575	0.000583963	0.000148818	0.000253851	0.000649109	0.0000584	0	0.000474679
betalactam__penA	0	0	0	0	0	0.0000401	0.000126254	0	0	0	0	0	0.0000967	0	0	0	0	0	0	0
carbomycin__carA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000329	0	0	0	0	0.0000251
chloramphenicol__catA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chloramphenicol__catB	0.000993622	0.002148766	0.00124923	0.000658074	0.001344467	0.002177161	0.00050147	0.00015188	0.000244435	0.00050281	0.001047036	0.002177069	0.002421074	0.000373917	0.000582177	0.00100924	0.001202881	0.000903906	0.000512943	0.000996028
chloramphenicol__catD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000233674
chloramphenicol__catQ	0	0.001504627	0.000361559	0.000656383	0.000830494	0	0	0	0.000120819	0	0.000121538	0.000127229	0.000501041	0	0.000289464	0	0.000272533	0.000131726	0.000470269	0.0000881
chloramphenicol__catS	0.000166694	0	0	0.000184331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chloramphenicol__cat_chloramphenicolacetyltransferase	0	0	0	0.000209528	0.000312516	0	0	0.000121463	0.000797778	0	0	0.000355398	0.000273456	0	0.000149511	0	0.000463342	0	0	0.00023191
chloramphenicol__chloramphenicolexporter	0.000249608	0.000186496	0.000132419	0	0.0000787	0	0.0000562	0.000313631	0.00055147	0	0.000118079	0.000724996	0.000348763	0	0.000587672	0	0	0.0000487	0.000065	0.0000578
chloramphenicol__cmlA	0.001739925	0.002365192	0.001609179	0.001480249	0.000716249	0	0.000266893	0.000529157	0	0.000223372	0.000143334	0.001209505	0.001973663	0.000620196	0.00148271	0.000542528	0.00035426	0.000586579	0	0.000656873
chloramphenicol__floR	0.000114621	0.00211054	0.002518219	0.00150571	0.000401436	0.001106005	0.000843581	0.000555855	0.000692923	0.000465315	0.00070323	0.002135205	0.000581602	0.000956733	0.000632454	0.000977673	0.001262458	0.0001828	0.000736156	0.00098162
fosfomycin__fosA	0	0	0	0	0	0	0	0	0	0.000165518	0	0.000157419	0	0.000240042	0	0	0	0	0	0
fosfomycin__fosX	0.000419486	0.000489549	0.000168381	0.000347901	0	0.000108374	0.000609073	0	0	0	0	0.000128264	0	0	0	0	0	0	0	0
fosmidomycin__rosA	0.002277526	0.002122824	0.003051249	0.001641086	0.001153298	0.003508369	0.002803444	0.002450947	0.001528927	0.002223227	0.002099037	0.002746426	0.002792621	0.003099875	0.003063443	0.002021784	0.002441216	0.002261671	0.001436122	0.001677667
fosmidomycin__rosB	0.002594559	0.004301984	0.00348747	0.002875058	0.003540818	0.004836483	0.003306385	0.003193877	0.002758349	0.004745153	0.002613369	0.002984231	0.00291026	0.003056666	0.002228486	0.002502821	0.003607079	0.003100378	0.002301849	0.001526544
kasugamycin__kasugamycinresistanceproteinksgA	0.000272542	0.000508105	0.000282286	0	0	0	0	0	0	0.000221335	0.0000699	0.000179499	0.000206607	0.000245476	0.000582888	0.000235254	0	0	0	0
macrolidelincosamidestreptogramin__ereA	0.001886308	0.005791654	0.004441385	0.003377722	0.002955014	0.003928944	0.002402292	0.005611159	0.004066717	0.0032837	0.0042494	0.005753272	0.002240085	0.002859211	0.004152622	0.00280795	0.004690711	0.003405163	0.003249526	0.002418239
macrolidelincosamidestreptogramin__ereB	0.000131823	0.000587794	0.000658556	0.00014577	0.0000768	0.000188514	0.000408762	0.000304485	0	0.0000626	0.000404623	0.000906563	0.000208408	0.000316649	0.00091549	0.000300429	0.000141007	0	0.000214445	0
macrolidelincosamidestreptogramin__erm35	0.000201353	0.000583202	0.000369838	0.000111328	0.000338174	0.000400984	0	0.000115011	0	0.000062	0	0.000502368	0.000313163	0	0.000350182	0.000118308	0	0	0.0000909	0
macrolidelincosamidestreptogramin__erm36	0	0	0	0	0	0	0	0	0	0	0	0.000101181	0	0	0	0	0	0	0	0
macrolidelincosamidestreptogramin__erm38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolidelincosamidestreptogramin__erm39	0	0	0	0	0	0	0.000115253	0	0	0	0	0	0.000114431	0.000264163	0.000126217	0	0	0	0	0
macrolidelincosamidestreptogramin__ermTR	0	0	0	0	0	0	0	0	0.000215595	0.000251172	0	0.000566297	0.000347532	0	0	0	0	0	0.000211911	0.0000997
macrolidelincosamidestreptogramin__ermA	0	0	0	0	0	0	0	0	0.000211675	0	0	0	0	0	0	0	0	0	0.000234621	0.000101745
macrolidelincosamidestreptogramin__ermB	0.001462446	0.002430682	0	0.001089856	0.000759424	0.000465946	0.00018768	0.000252395	0.001795322	0.000529152	0.002823555	0.000735111	0.00116398	0.002152424	0.001026636	0.000900209	0.001402153	0.002263063	0.000416074	0.000562949
macrolidelincosamidestreptogramin__ermC	0.000557916	0.002830871	0	0	0	0.00057655	0.000578619	0	0	0.000610348	0.000578625	0.000568637	0	0	0	0	0	0	0.001050908	0
macrolidelincosamidestreptogramin__ermF	0.002693099	0.004789067	0.00631731	0.004167851	0.004001312	0.002949939	0.001912054	0.002376083	0.002164501	0.002636427	0.008973038	0.004782112	0.00304308	0.002005307	0.002159455	0.001238613	0.004766346	0.003184132	0.003688053	0.00869433
macrolidelincosamidestreptogramin__ermG	0	0.000452475	0	0	0	0	0	0.000522866	0	0	0.000192085	0.000114194	0.000233093	0	0.000455986	0	0	0	0	0
macrolidelincosamidestreptogramin__ermT	0	0	0	0	0	0	0	0	0.000425086	0	0	0.000347242	0	0	0.000259806	0	0	0	0	0
macrolidelincosamidestreptogramin__ermX	0.00020652	0	0	0	0.000127168	0	0.000107491	0.000226903	0	0	0.000195849	0	0.000111265	0.000247895	0.000127839	0.000235197	0.00046705	0	0	0.000288822
macrolidelincosamidestreptogramin__lmrP	0	0	0	0	0	0	0	0	0	0	0.0000411	0	0	0	0	0.0000787	0	0	0	0
macrolidelincosamidestreptogramin__lnuA	0.000169801	0	0	0	0	0	0	0	0	0	0	0.000113021	0.000349691	0	0	0	0	0	0	0
macrolidelincosamidestreptogramin__lnuB	0	0.000646753	0	0.000686263	0.000240999	0	0	0.00024135	0.001331891	0	0.000392251	0.000287513	0	0	0	0	0	0	0	0.0000926
macrolidelincosamidestreptogramin__lsa	0	0.0000943	0.000162563	0.00024452	0	0.0000574	0	0	0.000772897	0.000306291	0.000175234	0.000171054	0.000114431	0	0.0000644	0.000064	0.00006	0	0.0000523	0
macrolidelincosamidestreptogramin__macA	0.002133478	0.005274654	0.003253542	0.001156919	0.001572182	0.002466839	0.000343641	0.001094721	0.000397368	0.000447408	0	0.000417128	0.000642262	0	0.00044167	0.00017138	0.001589264	0	0.0000672	0.000175488
macrolidelincosamidestreptogramin__macB	0.007099535	0.009538723	0.009554422	0.009969695	0.007380641	0.00907779	0.011508861	0.008888952	0.01002324	0.009326438	0.010457736	0.009519736	0.01012432	0.011925337	0.010902473	0.010938308	0.010445203	0.011513999	0.010333875	0.009596563
macrolidelincosamidestreptogramin__mefA	0.000314301	0.001023632	0.000623989	0.000545348	0.000218867	0.000140411	0	0.000409835	0.000130664	0.000290314	0.000762624	0.00027677	0.001227188	0.000245499	0.000529059	0.000719581	0.000781589	0	0.00019072	0.000576591
macrolidelincosamidestreptogramin__mphA	0.000728345	0.001663497	0.000384223	0.001969705	0.002187092	0.003894467	0.000319872	0.00100288	0.000473263	0.000695035	0.002196	0.002130177	0.000790907	0.001552974	0.001033826	0.000965702	0.002776636	0.002115205	0.001229362	0.001096422
macrolidelincosamidestreptogramin__msrC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolidelincosamidestreptogramin__srmB	0	0	0	0	0	0	0	0	0	0	0	0	0.0000334	0.0000394	0	0	0	0	0	0
macrolidelincosamidestreptogramin__tlcC	0	0	0	0	0	0	0	0	0	0.0000334	0	0	0	0	0	0	0	0.0000316	0.0000259	0
macrolidelincosamidestreptogramin__vatB	0	0.000392583	0	0.00025609	0	0	0	0.000153518	0	0	0	0	0	0	0	0.000145414	0	0.000258544	0	0
macrolidelincosamidestreptogramin__vatC	0	0	0	0	0	0	0	0	0	0	0	0	0.0000867	0	0	0	0	0	0	0
macrolidelincosamidestreptogramin__vatD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolidelincosamidestreptogramin__vatE	0	0.0000767	0	0	0.000165684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolidelincosamidestreptogramin__vatG	0	0	0	0	0	0	0	0.0000994	0	0	0	0	0	0	0	0	0	0	0	0.000146513
macrolidelincosamidestreptogramin__vgaD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__EmrBQacAfamilymajorfacilitatortransporter	0	0.000427897	0.000421439	0.000154236	0.000435629	0.000218424	0.000635369	0.000371772	0.002352096	0.0000587	0.000203631	0.000139972	0.000960011	0.001023188	0.000409266	0.000752056	0.000206369	0.000329534	0.0000283	0.000140737
multidrug__TolC	0.000246804	0.00057274	0	0.0002692	0.000229059	0.000363717	0.000172226	0.000652935	0.000106394	0.000113899	0.000399462	0	0	0.00060651	0.000169578	0	0.000212357	0.000115979	0	0
multidrug__acrA	0.000151456	0.000486208	0.000100732	0.0000711	0	0.000242676	0	0.000285424	0	0	0.000142834	0.000292284	0.000195741	0.00035086	0.000250902	0.000089	0	0.000557621	0.000138956	0.000162615
multidrug__acrB	0.003102585	0.004584469	0.004014178	0.002706546	0.002383833	0.003549549	0.002889355	0.002806571	0.001970412	0.002339854	0.002323358	0.003190406	0.002669869	0.002443871	0.002518964	0.002548905	0.003214445	0.002017795	0.002210888	0.001711086
multidrug__acrF	0.0000264	0.0000536	0	0.000117315	0.000155911	0.0000885	0.0000279	0.0000308	0.0000506	0	0.0000274	0.0000538	0.0000932	0	0.0000955	0.000031	0.000085	0	0.0000741	0
multidrug__adeB	0.000107771	0.000125087	0.000302925	0.0000292	0.000272923	0.000108553	0.000294871	0.0000295	0.0000255	0.0000441	0.000223276	0.0000829	0.00020527	0.000127942	0.0000926	0.000112282	0.000057	0.0000277	0.0000496	0.000154328
multidrug__adeC	0	0.0000887	0.0000808	0	0.000137691	0.000175937	0	0	0.000071	0	0	0.0000375	0.00013622	0	0.0000667	0	0	0	0	0
multidrug__adeJ	0.000483035	0.000821969	0.00119745	0.001114931	0.000275549	0.000484454	0.0000804	0.000201181	0.000089	0.000140761	0.000170634	0.000512204	0.000371954	0.000214976	0.0000605	0	0.000309985	0	0.0000412	0.0000463
multidrug__adeK	0	0.000478859	0.000172885	0.000189933	0.000905672	0.000249251	0	0.0000565	0.000173315	0	0.000186979	0.0000608	0.000124181	0	0	0.0000687	0	0	0.0000574	0
multidrug__amrB	0.000534241	0.00065854	0.000572171	0.00037686	0.000742067	0.000359539	0.00125156	0.000787809	0.000502205	0.000562295	0.001057022	0.000840018	0.001258739	0.00094702	0.001261638	0.00100262	0.000478755	0.000502273	0.000856939	0.001105764
multidrug__bicyclomycinmultidrug_efflux_protein_bcr	0.000281099	0.00047049	0	0.0000434	0	0.000142681	0	0	0	0	0	0.000265024	0	0.000496396	0	0	0	0	0	0
multidrug__bpeF	0.0000773	0.000386343	0.0000663	0.0000576	0.000047	0.000204319	0.000146155	0.000148465	0.0000484	0.00011275	0.000185422	0.000396063	0.000122912	0.000155672	0.000170099	0.0000896	0.000156259	0.0000707	0.000227812	0.0000457
multidrug__ceoB	0.000433853	0.00042651	0.000191609	0.000313891	0.000370503	0.000593008	0.00055184	0.000312236	0.0000991	0.000310616	0.000310303	0.000448683	0.000788604	0.000470387	0.000339016	0.000444267	0.000230114	0.000331365	0.000414428	0.000383893
multidrug__cmeB	0.000273057	0.00042953	0.000125355	0.000291862	0.000320724	0.000426868	0.000644827	0.000366765	0.000173004	0.000356819	0.000259269	0.000197383	0.000421478	0.000239525	0.0000616	0.000234666	0.000239991	0.000466562	0.000404267	0.000268701
multidrug__emrA	0.000093	0.000121945	0.000438871	0.000333599	0.000909139	0.00023949	0.000434706	0.000250138	0.000163982	0.000334073	0.0000608	0.000433698	0.000604208	0.00066615	0.000311822	0.000119232	0.000120575	0.000328424	0.000156289	0.000139469
multidrug__emrB	0.000370172	0.001237691	0.000910549	0.001140887	0.000421295	0.000698014	0.000705156	0.00025106	0.000278695	0.000529958	0.000596983	0.001526885	0.000960199	0.001360464	0.000225018	0.000486241	0.000481638	0.000314601	0.000818171	0.000658977
multidrug__emrD	0	0.000358321	0	0	0.00016073	0	0	0	0	0.000315532	0.000584883	0.000180405	0.000141904	0.00025771	0.000167159	0	0	0.000273287	0	0
multidrug__emrE	0.000124973	0.000172117	0.000955545	0.000763337	0	0	0.000323635	0	0.000116601	0	0.00013887	0.000597551	0.00023856	0	0	0	0.000318972	0	0.000284992	0.000385528
multidrug__emrK	0	0	0	0	0	0.000146	0	0	0	0	0.0000718	0	0	0	0	0	0	0	0	0
multidrug__major_facilitator_superfamily_transporter	0	0.000797015	0.0000829	0	0.000209885	0.000306331	0.0000774	0.0000348	0.000218554	0.000489445	0.000115592	0.000412661	0.000182398	0.000184215	0	0.000180161	0.0000638	0.000104675	0.0000251	0.0000927
multidrug__mdfA	0.0000682	0.000597847	0.001272491	0.001545467	0.000691422	0	0	0.000078	0	0.000117139	0.000226124	0.000441787	0.000273566	0	0	0.00053438	0.000150719	0.000132728	0	0
multidrug__mdtA	0	0.000123056	0	0.000281541	0	0	0	0	0	0	0	0	0.000553035	0.000142889	0	0.000158955	0.000134515	0.000137973	0.000124083	0
multidrug__mdtB	0.003868282	0.004664355	0.004350037	0.005912144	0.004828514	0.006203148	0.0084066	0.00552134	0.004215854	0.005966331	0.006131863	0.006975441	0.008896121	0.00810905	0.006053939	0.007576526	0.006973784	0.008783313	0.007247605	0.006730432
multidrug__mdtC	0.002962275	0.003462603	0.003738954	0.004775454	0.00323526	0.003334337	0.006260295	0.00333937	0.002557556	0.003268059	0.004128714	0.005328745	0.006257892	0.006775664	0.005245231	0.005943017	0.003284621	0.005417363	0.004929368	0.00456331
multidrug__mdtD	0	0	0	0	0	0	0.0000393	0	0.0000337	0.0000635	0	0.000159363	0.000119533	0.000214142	0	0	0.000126719	0.00019477	0	0
multidrug__mdtE	0	0	0.00051454	0	0.0000431	0	0	0	0	0	0	0.00018291	0.000158394	0.000148122	0	0	0	0	0	0.0000719
multidrug__mdtF	0.000366823	0.000783972	0.000276035	0.000525891	0.000498762	0.000746006	0.000281644	0.000318172	0.000297461	0.000484322	0.000475346	0.000382065	0.000361639	0.000333532	0.000115341	0.000291617	0.000374841	0.000287525	0.000327705	0.000331267
multidrug__mdtG	0.000279954	0.000246041	0.000190525	0.000150809	0.000158881	0.000115875	0	0.000159112	0.000128406	0.000114542	0.000141442	0.000627386	0.000111274	0	0.000312287	0	0.0000536	0	0	0
multidrug__mdtH	0	0.000380519	0.000171104	0.000132299	0.0000539	0.000123636	0.000426048	0	0	0.000139838	0.000307092	0	0.000708826	0.000357188	0.000159302	0	0.00014697	0	0	0
multidrug__mdtK	0.0000634	0.000652805	0.000448904	0.000592262	0.000909505	0.000381245	0	0	0	0.0000708	0.000370714	0.000417323	0.00070576	0.000153916	0	0.000138332	0	0.000494395	0	0.000108202
multidrug__mdtL	0	0.000141183	0	0	0	0.000224826	0	0	0	0	0	0.0000705	0.000131563	0.000464192	0	0	0	0.000578437	0	0
multidrug__mdtM	0	0	0	0	0	0	0.000139715	0	0	0	0	0.00020476	0.000277127	0	0	0.000278308	0	0	0	0
multidrug__mdtN	0	0.0004224	0	0	0	0	0	0	0	0	0	0	0	0.000197352	0	0.000322058	0	0	0	0
multidrug__mdtO	0	0	0	0	0	0	0	0	0.000024	0.0000876	0	0	0.0000841	0	0	0	0	0.0000828	0	0
multidrug__mdtP	0	0.000113699	0	0.000125542	0	0	0.0000581	0	0.0000531	0	0	0	0	0.000137326	0	0	0	0	0	0
multidrug__mexA	0.0000452	0.0000522	0	0.000112005	0.0000531	0	0.0000514	0.0000484	0.000135406	0	0	0.0000429	0.000054	0.0000833	0	0.0000593	0.000141748	0	0	0.0000677
multidrug__mexB	0.001470436	0.002412689	0.00158174	0.001134735	0.001211426	0.00129826	0.00083694	0.00105206	0.00050593	0.001174172	0.000729606	0.001007841	0.000831959	0.000995083	0.000856999	0.001010477	0.000927855	0.00048156	0.000805062	0.000670978
multidrug__mexC	0.001467593	0.000780507	0.000578675	0.000631291	0.000783848	0.000921078	0.000565163	0.001204914	0.0000861	0.000380087	0.001268571	0.000371745	0.000468126	0.000393144	0.000522371	0.000449737	0.0008648	0.0000537	0.000474212	0.000442095
multidrug__mexD	0.002213621	0.001625628	0.001791919	0.001102644	0.001654405	0.00165436	0.001860517	0.001744079	0.001319111	0.001369178	0.000734832	0.001413739	0.001540066	0.001031175	0.001629355	0.001521808	0.00209473	0.00138615	0.001442642	0.001069998
multidrug__mexE	0.000133031	0.0000699	0	0	0.0000825	0.000238012	0.0000539	0.000229542	0.00017156	0	0.0000399	0.000801738	0.000267572	0.000355802	0.000346492	0.000142004	0	0.000144965	0.00010118	0.0000761
multidrug__mexF	0.003055848	0.004409599	0.005117167	0.006167907	0.004847252	0.004736197	0.00429253	0.00343792	0.003958933	0.00549621	0.003184929	0.00398914	0.004629492	0.006851436	0.004313444	0.005256417	0.005771026	0.003852828	0.004208144	0.003770112
multidrug__mexG	0.0000648	0.0000658	0	0	0.000305087	0	0.00026447	0.000151223	0.0000588	0.0000709	0.0000658	0.000254164	0.000249527	0.000213674	0.0000751	0.001180691	0.00007	0.0001253	0.000180459	0.0000574
multidrug__mexH	0	0	0	0	0	0	0	0	0	0	0	0.000043	0	0	0	0	0	0	0	0
multidrug__mexI	0.000443514	0.00042862	0.000992575	0.000999461	0.000674467	0.000691411	0.001122375	0.001389124	0.001051178	0.001016653	0.00094863	0.00074492	0.000556626	0.000532193	0.000867514	0.001269508	0.001294806	0.000842173	0.000599497	0.000826059
multidrug__mexT	0.003941025	0.005086963	0.002905091	0.003210359	0.002532116	0.001486061	0.001815001	0.003129472	0.001449237	0.002033256	0.002805188	0.003069605	0.002495533	0.002368185	0.001783299	0.001317673	0.001432976	0.001355596	0.000769814	0.000742474
multidrug__mexW	0.000676511	0.001317468	0.001759393	0.000997229	0.001305963	0.001076236	0.001195517	0.001161794	0.000820068	0.001306582	0.000826023	0.000933372	0.000982128	0.0012187	0.001077241	0.001093843	0.001049815	0.001068877	0.001090107	0.001240085
multidrug__mexY	0.000121727	0.000150552	0.000202786	0.0000956	0.000174615	0.0000712	0.0000543	0.000100878	0.0000253	0.000066	0.000164347	0.000185452	0.000196759	0.000108794	0.000185643	0.000182474	0.0000473	0.000285918	0.000109113	0.000201512
multidrug__mtrE	0.000037	0	0	0	0	0.0000617	0	0	0	0	0	0	0	0.0000681	0	0	0	0	0	0
multidrug__multidrug_ABC_transporter	0.002071713	0.002184351	0.001821448	0.001964955	0.002566018	0.002029117	0.001833269	0.001573064	0.002108531	0.00231291	0.002231458	0.002057789	0.002690361	0.002264681	0.00203205	0.002150405	0.001797423	0.001244417	0.001103774	0.00183678
multidrug__multidrug_transporter	0.010568039	0.01221168	0.012267691	0.010675922	0.009399728	0.011437647	0.007055002	0.00873338	0.005648206	0.007403475	0.006208978	0.007544916	0.007854944	0.007675741	0.006436651	0.006272767	0.011850327	0.007643582	0.006083854	0.004376012
multidrug__opcM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000112688	0	0
multidrug__oprA	0	0	0.000142602	0	0.0000394	0.0000503	0	0.0000404	0.0000472	0	0.000218666	0	0.000104656	0.000268931	0.0000527	0	0	0	0	0
multidrug__oprC	0.000236831	0.000158428	0.000245627	0.000157759	0.00026414	0.000320468	0.00033814	0.000159838	0.000115844	0.0000922	0.000240482	0.000213239	0.000135968	0.000211752	0.000221231	0.000357798	0.000273513	0.000217825	0.000122361	0.000205825
multidrug__oprJ	0.000796818	0.000429196	0.000324064	0	0.000132982	0.000148443	0	0.00019637	0.000255312	0.000247475	0	0.000229935	0.000193085	0	0.0000392	0	0.000491841	0.000117675	0.0000534	0.0000382
multidrug__oprM	0.000701783	0.001747112	0.001796215	0.001393731	0.001108211	0.000744242	0.000479017	0.000792155	0.000239953	0.000555936	0.000479662	0.001055485	0.001423604	0.000615021	0.0000648	0.000134487	0.000816711	0.000155004	0.000110917	0.000371381
multidrug__oprN	0	0.0000444	0.000164368	0	0	0	0.0000432	0	0.0000426	0	0	0	0.0000596	0	0	0	0	0	0	0.0000314
multidrug__qacB	0	0	0	0	0	0	0	0	0.000202821	0	0	0	0	0	0	0	0	0	0	0
multidrug__qacEdelta1	0.014724135	0.019712707	0.012184958	0.00863185	0.015404413	0.008282259	0.003753479	0.017727519	0.006603354	0.006087555	0.011763698	0.014873576	0.011929452	0.008735188	0.010518569	0.006053845	0.012765243	0.007595819	0.008489505	0.008036405
multidrug__sdeY	0	0.0000264	0	0.000017	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000274	0.0000135	0
multidrug__smeB	0.000204232	0.000212113	0.00035454	0.000251718	0.0000983	0.000296794	0.000135691	0.000292881	0.000174547	0.000282191	0.000103149	0.000107331	0.00043703	0.0000994	0.0000296	0.000201428	0.000316093	0.000114952	0.0000932	0.0000919
multidrug__smeD	0.001907213	0.00195125	0.00180413	0.001111859	0.001701461	0.002304586	0.000718695	0.001914746	0.000638316	0.000775132	0.000515476	0.000122676	0.000867756	0	0.000131343	0.000204156	0.002737035	0.000514541	0.000332076	0.000738114
multidrug__smeE	0.000305245	0.000186184	0.000149965	0.000144745	0.0002437	0.000217315	0.00012852	0.000155218	0.000289527	0.0000763	0.0000545	0	0.0000276	0	0.000126263	0.0000895	0.000258541	0.000104852	0	0
multidrug__smeF	0.0000476	0	0	0	0	0	0.0000842	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__ykkD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__arnA	0.000854626	0.001182103	0.000420507	0.001143216	0.001170937	0.000683997	0.001874376	0.001151922	0.001180251	0.001084754	0.00147637	0.001809301	0.001531108	0.001684091	0.001583836	0.001762278	0.000813883	0.001862011	0.001810427	0.000735729
polymyxin__icrMo	0.0000998	0.000321314	0	0	0.000117421	0	0	0	0.0000251	0	0.000218568	0.000179515	0.000103786	0.000158112	0.0000578	0	0.0000385	0	0	0
polymyxin__mcr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr3	0.000102096	0.000103607	0.00050709	0.000112897	0.000120154	0	0	0	0.0000959	0	0.000316586	0.000966999	0.000105129	0.000925914	0.000442402	0.00011634	0	0.000105581	0.0000486	0
polymyxin__mcr4	0	0	0	0.000111757	0.000034	0	0	0	0	0	0.0000385	0	0	0	0	0	0	0	0	0
polymyxin__mcr5	0.000149934	0.000350883	0.000191545	0	0.000237672	0.000472201	0.0000518	0	0.0000474	0	0.000313113	0.0000426	0.000297223	0.000122514	0	0	0	0	0.000233428	0.000481826
quinolone__abaQ	0	0	0	0	0	0	0	0	0.0000427	0	0	0	0	0	0	0	0	0	0	0
quinolone__norB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
